Consumo ClO2 Etapa D0 L1,CONSUMO ESPECIFICO CLO2
0.181,17.549404461805956
0.182,17.012679991434457
0.191,18.392176215244383
0.189,16.803338939133337
0.202,18.48446971335521
0.195,17.655324001488918
0.195,17.986428605235087
0.199,17.494823103874587
0.208,17.88614224381408
0.194,16.995287405739514
0.196,16.627491539334965
0.174,17.12812158155855
0.185,17.33626151792293
0.196,17.65559726855733
0.187,15.845285853207876
0.167,15.601937363785918
0.18,15.739140828312213
0.2,17.458777387010514
0.169,16.294627902943414
0.201,17.979126633259266
0.197,16.704704172859206
0.207,17.33382536507623
0.195,17.888872571273147
0.163,19.2339854183427
0.192,16.935024903117064
0.19,18.038096668768315
0.18,17.70686673842975
0.169,15.703883162770149
0.187,17.84076911632241
0.183,16.89263428051729
0.197,17.934992595048847
0.189,16.60971652989437
0.177,17.577852487421367
0.184,15.628581108348998
0.171,18.279829458020448
0.195,18.881904047161797
0.188,17.168993429094098
0.197,17.43499939398723
0.177,19.003365934156644
0.173,16.85581335895677
0.186,16.919300949722658
0.204,16.472676230779665
0.182,17.298755403094145
0.213,19.51214666365535
0.194,17.376662625754577
0.186,17.838056674752746
0.198,18.68263088781932
0.178,18.998824284697378
0.19,16.120530218477203
0.186,18.826082811250465
0.208,19.46102689626085
0.179,16.908764315982197
0.2,16.878005986461496
0.183,17.8669178956618
0.204,17.9841644844931
0.183,17.344728768096797
0.192,22.43617499573415
0.186,16.798290426940845
0.192,18.68958574007381
0.202,18.06477740973511
0.171,17.173428791241076
0.186,16.719758033173974
0.201,17.30887064122786
0.181,17.81265019399518
0.172,18.05981634520457
0.17,16.90470461347873
0.21,20.5860575934483
0.187,17.1204732627705
0.215,17.694886694100607
-0.003,17.146261267027967
0.177,17.11005082540933
0.177,16.034757784882434
0.175,16.902615173576752
0.195,16.925423847120737
0.195,18.056178084304456
0.191,16.747623526055243
0.178,16.04226333837584
0.183,18.07400734438505
0.203,19.07986696994329
0.199,17.382454469735674
0.188,17.740473555066263
0.176,17.33132498425449
0.199,17.02033357143938
0.209,22.360376842800665
0.202,16.452311911819447
-0.004,16.094793054976925
0.188,16.975805969616687
0.194,17.393372499903098
0.202,17.71581418760333
0.168,18.916073079687383
0.191,19.46006681799883
0.186,17.960339225658274
0.204,17.640312772486435
0.185,15.931328887137749
0.189,16.661639944528034
0.179,18.188811196804817
0.196,17.279788978885726
0.182,19.6634598737939
0.176,17.05321135095147
0.198,16.384863198778113
0.192,18.214204768389347
0.185,16.94196691918293
0.191,16.590920737750757
0.196,16.609555417975898
0.207,18.1376324656122
0.194,17.053569809619425
0.199,16.48527542234915
0.168,15.631168633304268
0.177,16.854805618138645
0.19,17.147430657227705
0.184,17.342345347351472
0.198,17.57067424656765
0.168,15.762173430605673
0.184,16.900259553784174
0.182,17.094648966979886
0.196,17.298561768714535
0.179,17.074100527223443
0.184,17.260707267131043
0.164,15.871552085415448
0.169,16.091417764843044
0.194,18.546359414381413
0.191,18.02382752539412
0.19,16.79899665767124
0.176,15.831592982233186
0.205,17.24795095536703
0.191,18.450284906110085
0.172,16.60413109165783
0.196,16.952735563554647
-0.003,17.512880870768214
0.183,18.06460826241336
0.193,17.908930774616124
0.197,17.127494373119962
0.189,18.77976227871153
0.18,19.172735566552436
0.2,16.08039640698545
0.203,17.019795717592896
0.205,17.864913757497366
0.19,17.254656520079998
0.197,16.627587989036726
0.19,17.75598355774192
0.181,15.972942982082513
0.192,16.788537472318627
0.18,15.876080081906938
0.19,17.60242592368823
0.192,19.045425834867785
0.207,18.80105550150724
0.2,19.01438356980633
0.201,18.111426699777358
0.202,18.18402219171316
0.178,15.89364988842716
0.194,17.068375134707626
0.204,17.529927027353306
0.199,18.0942681065881
0.173,15.848885891228791
0.171,16.00922556851536
0.181,18.664096156882444
0.199,16.63750810037452
0.173,16.31263416455974
0.186,17.031924097372045
0.19,16.681024510961375
0.201,17.081806518792433
0.176,17.010209258696573
0.202,17.924719193361828
0.188,17.047245389601084
0.192,18.649877050491707
0.19,18.72590230993772
0.192,16.94028640047407
0.181,16.739326852176454
0.178,15.976604578966551
0.201,15.65609179675703
0.164,17.155510963004794
0.197,16.59668491414308
0.184,17.257016976448828
0.192,18.19875897699866
0.193,16.870579455095594
0.194,16.80293971745209
0.193,17.146957285916763
0.199,17.815444040759743
0.191,17.92531447040676
0.193,16.76381628169316
0.178,15.873009024838694
0.194,18.03450197922353
0.196,18.09644443049829
0.179,17.9928228842669
0.192,20.969520718010585
0.185,18.197931609250688
0.172,16.1930514138339
0.181,17.079967716390716
0.179,17.412869760275093
0.171,17.975706946669227
0.199,16.15057650312483
0.196,16.706530466772644
0.191,17.59620408895948
0.194,17.067598078552003
0.182,17.079380673339575
0.19,15.978999809061476
0.196,17.053131658806922
0.194,18.403728069853845
0.181,16.315401588774325
0.175,18.098488920335758
0.176,15.941068670513475
0.205,19.33113642128412
0.192,16.527437712803856
0.189,16.691489754614516
0.167,17.059168264959332
0.2,16.718940849960283
0.209,17.946876414434985
0.195,17.855846235334003
0.188,18.456978431423327
0.201,18.21513704468307
0.195,17.293141993805563
0.198,17.790552123166872
0.195,16.804867830309174
0.207,17.802873623004864
0.178,17.69981516157204
0.159,17.747771011817225
0.195,16.977943896519584
0.179,15.840919977506218
0.101,14.77669223045346
0.203,16.707208900610578
0.193,20.88254557343904
0.2,19.30154443496316
0.186,18.39273516151443
0.18,16.968290221070117
0.197,16.789850676324786
0.187,17.62396855919045
0.197,17.958748716506676
0.176,17.58208707381753
0.19,17.167701023234756
0.199,18.779041638303145
0.186,17.634037916594895
0.185,18.51996301659793
0.188,16.852156481099552
0.186,16.507478189643496
0.19,18.4173112629814
0.189,16.58858079806372
0.191,17.291567580531513
0.175,17.447945200623177
0.19,16.74812515294027
0.167,16.748287723556498
0.208,15.799090137156163
0.179,17.16115206102128
0.212,19.64095195094223
0.196,15.607504358970152
0.192,17.082273171225058
0.17,15.773831891086944
0.198,16.988796784607764
0.183,16.44193452189796
0.191,16.436282269416647
0.169,17.705502748543275
0.189,16.757942172188542
0.187,19.116264528240084
0.205,15.949450494207245
0.19,19.580884360936643
0.194,16.63355441838205
0.198,19.27257865527113
0.191,17.61245271947937
0.183,17.66983498652212
0.201,19.47200854914173
0.2,15.482366535388872
0.19,16.679534100612244
0.204,19.103287408752134
0.176,16.821879682559327
0.208,22.315003663238446
0.18,16.2728248354139
0.19,18.59034992790796
0.177,16.305004322525875
0.193,18.910368735973066
0.19,16.88169168355323
0.191,18.246957270429757
0.214,18.8314422820606
0.2,18.728789467758617
0.184,17.087654386244786
0.19,17.583847014511424
0.173,17.2140044323858
0.194,17.08196991150551
0.196,17.298228217074932
0.216,18.860148736313143
0.191,17.04913207049983
0.181,16.585722216739335
0.198,17.705779264553648
0.196,16.427279696127613
0.189,18.11923805600412
0.187,19.233207891125588
0.176,16.212043484807566
0.19,18.30433851948889
0.202,19.476456217966565
0.199,16.865248488955245
0.196,17.562951837180233
0.192,16.798035382641118
0.172,17.003110418459265
0.196,16.946102462972995
0.179,16.810505184376204
0.191,16.400240306163465
0.188,18.23925207036379
0.193,16.663782490053702
0.174,16.836561472739344
0.19,17.76319131490333
0.186,17.9691650017711
0.197,16.90085172735408
0.193,17.915938014352673
0.178,16.961769791367797
0.182,16.522714400261545
0.181,18.148637167360796
0.202,17.766164099230405
0.198,17.317095426522712
0.195,17.87501254879072
0.192,17.264570911773298
0.177,16.12226271248415
0.191,16.60219562207335
0.182,16.697210585520857
0.196,16.469237897467593
0.205,16.192697738864307
0.204,19.497660890310392
0.197,19.049002692273188
0.182,18.27001566979663
0.188,15.993509895140116
0.161,15.029414602748568
0.183,15.834809426793065
0.172,15.89046126789836
0.203,17.826814316326676
0.211,18.198967951531
0.204,16.00906888815987
0.202,18.102230257318983
0.191,16.549819774481076
0.155,18.18028630820678
0.195,17.176979714591816
0.199,16.979081099199952
0.204,17.707127474113303
0.174,17.367669884913507
0.196,16.9687931088079
0.188,17.45621309661709
0.196,16.649315037393958
0.177,17.268233636247313
0.198,17.7303248417896
0.195,16.84013667944765
0.182,16.925368255470374
0.21,20.73986913579768
0.199,16.968380494656923
0.184,17.190244289544086
0.196,17.911447353083567
0.196,17.653313269038286
0.185,17.13779115912043
0.195,16.901395220544924
0.172,16.716057920940603
0.173,15.867087397106872
0.199,17.463212215768124
0.208,18.51742527275344
0.212,19.75834647110976
0.211,18.498050019910465
0.211,16.93201275814649
0.172,17.616075852864547
0.19,18.534567373339687
0.167,16.821645210889535
0.207,17.923262341887813
0.204,17.54010316700746
0.211,17.34464957853145
0.191,17.32731860993616
0.19,16.682254010293857
0.197,16.908926516235773
0.209,19.205415623527237
0.188,16.239843153793007
0.196,17.613745469695804
0.177,15.958008221935785
0.199,17.429449509541794
0.192,16.538928624148024
0.183,17.262068329251683
0.174,17.4537853739388
0.215,18.307875480459668
0.19,16.92008145630571
0.188,16.6372193725734
0.198,17.38100540308457
0.191,16.38253202161165
0.191,17.59749185415486
0.188,17.84715019291064
0.207,19.143172586270268
0.192,17.16584743476749
0.175,16.60082679055836
0.192,17.1917382265768
0.193,19.62529484802036
0.195,16.049642315504716
0.191,17.916152866442573
0.204,16.37773711474345
0.187,15.904856865820346
0.201,18.211418526325133
0.212,18.06503019857745
0.178,15.587185828165577
0.2,18.340778129169024
0.196,18.03910427829161
0.182,18.838174332703836
0.189,17.570253993435866
0.186,17.91365070901891
0.187,17.118269738065823
0.191,19.666110967524613
0.197,16.989396286353063
0.208,15.89571062941134
0.194,19.100684681537683
0.188,19.89661122057692
0.189,17.702695683593678
0.194,16.44837118818206
0.17,16.942766290257257
0.19,19.303663042866333
0.212,17.249384982654252
0.174,18.045193614446926
0.195,16.97033710936292
0.21,17.906815547154288
0.188,16.905813498929692
0.191,17.607374851663366
0.192,16.459745364372793
0.202,16.991643019167707
0.176,15.784341249455029
0.188,16.116268541115808
0.18,15.919460013772593
0.171,17.252132353243248
0.186,18.54601674247788
0.189,16.45690198842005
0.197,16.914461943094242
0.168,16.703102102678457
0.186,16.76237827476016
0.174,16.786830788779678
0.183,16.630830159370547
0.187,17.143830773022696
0.191,15.160579543156006
0.176,18.65811307744177
0.203,18.72726565268606
0.183,17.38758205119007
0.185,16.810433880748704
0.202,16.82032969602781
0.192,17.871377424390314
0.192,21.31177791282374
0.208,18.573549086047382
0.186,17.207761627651767
0.18,15.958958336363937
0.205,18.611560885325392
0.195,17.784444173880935
0.203,18.491540890881534
0.164,16.48798446383868
0.193,18.312317311902195
0.162,18.877511660165727
0.188,16.6255054862624
0.175,17.398119683474643
0.186,16.75441834984635
0.204,18.551677000731736
0.185,17.86100016105676
0.193,17.42992619633127
0.188,17.145460541050113
0.207,17.54223711047961
0.202,16.789148011281675
0.201,18.76865582169518
0.198,19.78151752478764
0.185,17.04648115812844
0.189,18.130326171826688
0.185,18.27882087853108
0.179,18.118397615998536
0.186,17.13536532162786
0.181,15.838534230256212
0.185,16.607135233505335
0.182,18.282878432920423
0.205,16.55225078838569
0.187,17.874940676396996
0.184,17.123015750263523
0.186,19.65491271339657
0.202,18.65668270921729
0.193,16.91579532054625
0.187,16.943915457949593
0.194,20.910674607004392
0.188,17.996295206733482
0.18,18.134393689142502
0.2,18.0889930723701
0.195,18.085004723181648
0.183,16.83655075736747
0.169,15.845364035427917
0.168,17.558945542958945
0.159,17.491890289431257
0.18,16.495131770946493
0.175,15.811520490243746
0.18,17.597046467060864
0.184,15.977479188309353
0.185,16.333468886302875
0.197,18.068703115013925
0.195,16.132032571155083
0.189,16.00291655506612
0.184,16.578568322259745
0.186,18.6450682325782
0.197,16.35438947741892
0.167,17.655705952604738
0.176,16.678269409444688
0.18,17.048267915099817
0.213,16.249467292570447
0.201,17.670590969124532
0.181,17.76010257425583
0.184,17.802547512723052
0.188,15.937702690207118
0.193,16.554800875712868
0.189,16.824678473845115
0.189,17.795755797078307
0.16,17.132491988981382
0.206,18.02823891790886
0.19,17.405820145333678
0.194,16.441692835049086
0.213,22.542929835344037
0.194,18.009488423167262
0.176,17.54960545200724
0.188,17.849217279518207
0.193,18.43721616410895
0.199,16.974942521863305
0.196,16.91665416775799
0.2,15.636974557205445
0.193,16.521606882714234
0.17,18.17557573322927
0.196,16.601132181207355
0.178,16.56266971759835
0.197,16.786678389682947
0.19,17.558863631258234
0.18,17.28843059098242
0.17,16.579335555203983
0.174,15.976454898052346
0.197,16.37372896924585
0.185,16.2256548551431
0.184,16.79639405178888
0.177,17.30385980464131
0.182,18.72033596694705
0.201,19.801568762285644
0.195,19.05742146140952
0.186,16.717614759661924
0.18,15.96888849900972
0.175,15.959042291242342
0.188,16.541415081674355
0.188,16.682417876995707
0.198,20.48700378592197
0.198,16.70083440211341
0.198,16.711272673563954
0.19,18.151049772474195
0.198,18.425064970092983
0.196,16.632412699341014
0.174,17.66232605026964
0.197,16.269987297892186
0.195,16.97187077200388
0.177,17.229400755595407
0.186,18.232814929818986
0.201,21.985881296978924
0.181,17.669664962874712
0.192,18.625008051831617
0.19,17.201111149242585
0.202,17.73894178130852
0.206,18.62531447353429
0.186,18.672985516782965
0.189,16.78591748867501
0.187,17.50026900057312
0.171,18.064995396538954
0.167,19.80308649761736
0.203,17.67103576925598
0.174,16.171727553697487
0.185,16.518710757404165
0.198,16.675548601572867
0.202,17.727211254582965
0.196,17.4950482984412
0.175,16.06103297527502
0.192,17.5068615235611
0.196,19.466805962012668
0.193,16.698590500762965
0.197,17.907842534460347
0.198,20.964851279509663
0.195,19.508100621652307
0.172,19.06274101592148
0.197,17.64535298986482
0.185,17.628807489263167
0.184,16.131494173158508
0.204,18.57249586976487
0.188,16.66257250092133
0.198,16.998618878566273
0.193,18.58703487718556
0.195,18.831278764085734
